company,date,salary,url,title,skills,recruiter,location,field
Internet Brands,2025-07-01,N/A,https://jobright.ai/jobs/info/6863330695ac3b1c682ba905?utm_campaign=Data%20Analysis&utm_source=1103,Associate Business Data Analyst,"['Data Analytics', 'SQL', 'Excel', 'Google Analytics', 'Tableau', 'Looker', 'Power BI', 'Marketing Attribution Models', 'Funnel Analysis', 'Customer Segmentation']",N/A,"Auburn Hills, Michigan",Data Analysis
Experian,2025-07-01,133000.0,https://jobright.ai/jobs/info/68634405de0e68c60cf5ad03?utm_campaign=Data%20Analysis&utm_source=1103,"Data Scientist, Remote","['Machine Learning', 'Data Science', 'AI', 'Computer Science', 'Predictive Modeling', 'Python', 'Deep Learning', 'CNN', 'RNN', 'LSTM', 'Attention Models', 'SVM', 'GLM', 'Boosting', 'Random Forest', 'Graph Models', 'Reinforcement Learning', 'Pytorch', 'Keras', 'TensorFlow', 'Scikit-learn', 'Pandas', 'Spark', 'PySpark', 'LLMs', 'Generative AI', 'Hadoop', 'NoSQL', 'Map Reduce', 'Hive', 'HBase', 'MongoDB', 'Cassandra', 'Advanced Algorithms']",N/A,United States,Data Analysis
Madewell,2025-07-01,81000.0,https://jobright.ai/jobs/info/6863482375a7d35fe59d5489?utm_campaign=Data%20Analysis&utm_source=1103,Analyst - IT Compliance,"['IT compliance experience', 'Compliance tools proficiency', 'Project management']",N/A,"New York, NY",Data Analysis
Internet Brands,2025-07-01,N/A,https://jobright.ai/jobs/info/6863330695ac3b1c682ba642?utm_campaign=Data%20Analysis&utm_source=1103,Associate Business Data Analyst,"['Data Analytics', 'SQL', 'Excel', 'Google Analytics', 'Tableau', 'Looker', 'Power BI', 'Marketing Attribution Models', 'Funnel Analysis', 'Customer Segmentation']",N/A,"Los Angeles, California",Data Analysis
Internet Brands,2025-07-01,43000.0,https://jobright.ai/jobs/info/68632b7ea0871509d5620692?utm_campaign=Data%20Analysis&utm_source=1103,Associate Business Data Analyst,"['Data Analytics', 'SQL', 'Excel', 'Google Analytics', 'Tableau', 'Looker', 'Power BI', 'Marketing Attribution Models', 'Funnel Analysis', 'Customer Segmentation']",N/A,"Los Angeles, CA",Data Analysis
The Johns Hopkins University,2025-07-01,35776,https://jobright.ai/jobs/info/6863482375a7d35fe59d5863?utm_campaign=Data%20Analysis&utm_source=1103,Health Economics Research Assistant - 118249,['Analysis skills in STATA'],N/A,"Baltimore, MD",Data Analysis
Internet Brands,2025-07-01,43000.0,https://jobright.ai/jobs/info/686329566e45f962c7f2329a?utm_campaign=Data%20Analysis&utm_source=1103,Associate Business Data Analyst,"['Data Analytics', 'SQL', 'Excel', 'Google Analytics', 'Tableau', 'Looker', 'Power BI', 'Marketing Attribution Models', 'Funnel Analysis', 'Customer Segmentation']",N/A,"Auburn Hills, MI",Data Analysis
Amazon Music,2025-07-01,113000.0,https://jobright.ai/jobs/info/686325486019c792f3998635?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"Culver City, CA",Data Analysis
Amazon Music,2025-07-01,113000.0,https://jobright.ai/jobs/info/686325486019c792f399845c?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"Seattle, WA",Data Analysis
Amazon Music,2025-07-01,113000.0,https://jobright.ai/jobs/info/686325486019c792f3998636?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"San Francisco, CA",Data Analysis
Casey's,2025-07-01,60000.0,https://jobright.ai/jobs/info/6863360183c03dc87899714c?utm_campaign=Data%20Analysis&utm_source=1103,Associate Pricing & Category Data Analyst,"['Pricebook experience', 'Price optimization experience', 'Business intelligence platforms', 'SQL proficiency', 'Circana familiarity', 'NielsenIQ familiarity', 'Syndicated data sources experience']",N/A,"Ankeny, IA",Data Analysis
Amazon Music,2025-07-01,113000.0,https://jobright.ai/jobs/info/686325486019c792f3998637?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"New York, United States",Data Analysis
Casey's,2025-06-30,60000.0,https://jobright.ai/jobs/info/68634708aa3a3feb64ee0001?utm_campaign=Data%20Analysis&utm_source=1103,Associate Pricing & Category Data Analyst,"['Pricebook experience', 'Price optimization experience', 'Business intelligence platforms', 'SQL proficiency', 'Circana familiarity', 'NielsenIQ familiarity', 'Syndicated data sources experience']",N/A,"Ankeny, IA",Data Analysis
The Johns Hopkins University,2025-06-30,35776,https://jobright.ai/jobs/info/6863482375a7d35fe59d5999?utm_campaign=Data%20Analysis&utm_source=1103,Research Assistant - 118388,[],N/A,"Baltimore, MD",Data Analysis
AMEX Healthcare,2025-06-30,90000.0,https://jobright.ai/jobs/info/68633678980d1a4dc2fce3fd?utm_campaign=Data%20Analysis&utm_source=1103,Manager-Data Science,"['Model Risk Management', 'Capital Planning', 'CCAR', 'CECL', 'Economic Capital Models', 'Model Validation', 'Analytical Techniques', 'Model Development', 'Data Manipulation Tools', 'Python', 'Py Spark', 'Data Science', 'Traditional Modeling', 'Coding Expertise', 'Decision Trees', 'Gaussian Processes', 'Bayesian Models', 'Gradient Boosting', 'Finance Concepts', 'Valuation Concepts', 'Project Management']",N/A,"New York, NY",Data Analysis
Stanford University,2025-06-30,80000.0,https://jobright.ai/jobs/info/68631839ae80306e60038b7a?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Analyst 1 (Hybrid Opportunity),"['Quantitative discipline experience', 'MS Office proficiency', 'Analytical programs experience']",N/A,"Stanford, CA",Data Analysis
J.Crew Factory,2025-06-30,81000.0,https://jobright.ai/jobs/info/6862e8e3ccd96969a97888f9?utm_campaign=Data%20Analysis&utm_source=1103,Analyst - IT Compliance,[],N/A,"New York, NY, USA (Headquarters)",Data Analysis
Amazon,2025-06-30,113000.0,https://jobright.ai/jobs/info/6862c00aeeaf0bc2f5c96686?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"Seattle, Washington, USA",Data Analysis
Amazon,2025-06-30,113000.0,https://jobright.ai/jobs/info/6862c00aeeaf0bc2f5c96687?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"New York, New York, USA",Data Analysis
Amazon,2025-06-30,113000.0,https://jobright.ai/jobs/info/6862c00aeeaf0bc2f5c964a4?utm_campaign=Data%20Analysis&utm_source=1103,"Research Scientist, Amazon Music","['Data Analysis', 'SQL Databases', 'R', 'SAS', 'Matlab']",N/A,"San Francisco, California, USA",Data Analysis
Healthcare Arizona LLC,2025-06-30,48000.0,https://jobright.ai/jobs/info/686333ca09c6b7a1394546fc?utm_campaign=Data%20Analysis&utm_source=1103,Data Analyst (Planning),"['Fluent in Mandarin', 'Fluent in English', 'Supply chain experience', 'Computer skills', 'MS365 Office', 'Excel Pivot Tables', 'SAP Systems']",N/A,"Goodyear, AZ",Data Analysis
Epiq,2025-06-30,37440,https://jobright.ai/jobs/info/6862274d57f7a5b774d16eb7?utm_campaign=Data%20Analysis&utm_source=1103,Data Operations Analyst,"['MS Office', 'text files']",N/A,"USA-Overland Park-KS-11880 College Blvd., Suite 200",Data Analysis
Epiq,2025-06-30,37440,https://jobright.ai/jobs/info/6862274d57f7a5b774d16e8b?utm_campaign=Data%20Analysis&utm_source=1103,Data Operations Analyst,"['MS Office', 'text files']",N/A,"Phoenix, AZ",Data Analysis
Susquehanna International Group,2025-06-28,300000.0,https://jobright.ai/jobs/info/685f33a5fe1c349374a26188?utm_campaign=Data%20Analysis&utm_source=1103,Quantitative Researcher – PhD: 2026,"['quantitative fields', 'Postdoc in quantitative fields', 'Python programming', 'Data analysis']",N/A,"New York, NY",Data Analysis
Susquehanna International Group,2025-06-28,250000.0,https://jobright.ai/jobs/info/685f33a5fe1c349374a26126?utm_campaign=Data%20Analysis&utm_source=1103,Quantitative Researcher – Master's: 2026,"['Masters in quantitative fields', 'Analytical problem-solving', 'Python programming', 'Data analysis', 'Strategic thinking']",N/A,"New York, NY",Data Analysis
NYU Langone Health,2025-06-27,51000.0,https://jobright.ai/jobs/info/685e441dd10a4579e61d8b9a?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Associate,['Computer literate'],N/A,"New York, NY",Data Analysis
NYU Langone Health,2025-06-27,51000.0,https://jobright.ai/jobs/info/685e441dd10a4579e61d8c05?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Associate,"['Microsoft Office proficiency', 'Internet applications familiarity']",N/A,"New York, NY",Data Analysis
The Johns Hopkins University,2025-06-25,35776,https://jobright.ai/jobs/info/685c55c1d305f2473e54d7a5?utm_campaign=Data%20Analysis&utm_source=1103,Research Assistant - 118323,"['Institutional Review Board Applications', 'Quantitative analysis', 'Data analysis using Stata', 'Data analysis using R']",N/A,"Baltimore, MD",Data Analysis
The Johns Hopkins University,2025-06-25,35776,https://jobright.ai/jobs/info/685c55c1d305f2473e54d78d?utm_campaign=Data%20Analysis&utm_source=1103,Research Assistant - 118337,[],N/A,"Huntington, WV",Data Analysis
University of Utah,2025-07-01,25002,https://jobright.ai/jobs/info/686399236ac308d4bdbf024a?utm_campaign=Data%20Analysis&utm_source=1103,PS Research Assistant/Analyst,"['Research Techniques', 'Analytical Techniques', 'Statistical Analysis', 'Quantitative Analysis', 'Patient-Sensitive Requirements']",N/A,"Salt Lake City, UT",Data Analysis
AMH,2025-07-01,80000.0,https://jobright.ai/jobs/info/68637a4d5b7624bca9cf95cd?utm_campaign=Data%20Analysis&utm_source=1103,Data Governance Analyst,"['Data Quality Experience', 'Data Governance Experience', 'Data Management Experience', 'Data Operations Experience', 'Meta-Data Management Tools', 'Data Stewardship Tools', 'Data Catalogues Experience', 'Data Quality Technologies', 'Data Governance Understanding', 'Data Warehouse Understanding', 'Business Intelligence Understanding', 'Master Data Management Understanding', 'Databases Understanding', 'Data Structures Understanding', 'Azure Data Platform Proficiency', 'Azure SQL Database Proficiency', 'Complex SQL Understanding']",Katherine Russo,"Las Vegas, NV",Data Analysis
NYU Langone Health,2025-07-01,77000.0,https://jobright.ai/jobs/info/6863931b9a5b6ca6b25ca21e?utm_campaign=Data%20Analysis&utm_source=1103,"Analyst, Performance Analytics - Performance Analytics - Mineola","['Healthcare Analytics', 'Microsoft Office', 'Excel', 'Word', 'PowerPoint', 'Graphic Design', 'Internet Applications', 'Database Applications']",N/A,"Mineola, NY",Data Analysis
CBRE,2025-07-01,60000.0,https://jobright.ai/jobs/info/686356becdfa7199fe50cc13?utm_campaign=Data%20Analysis&utm_source=1103,Research Analyst,"['Commercial real estate experience', 'Market research experience', 'Microsoft Office', 'Tableau', 'Quantitative skills', 'Project management']",N/A,"Denver, CO",Data Analysis
NYU Langone Health,2025-07-01,77000.0,https://jobright.ai/jobs/info/68636d7b22f138ae2f14fdb6?utm_campaign=Data%20Analysis&utm_source=1103,"Analyst, Performance Analytics - Performance Analytics - Mineola","['Healthcare Analytics', 'Microsoft Office', 'Excel', 'Word', 'PowerPoint', 'Graphic Design', 'Internet Applications', 'Database Applications']",N/A,"Mineola, NY",Data Analysis
"University of California, San Francisco",2025-07-01,64000.0,https://jobright.ai/jobs/info/686221410ab84f104a7f1a6f?utm_campaign=Data%20Analysis&utm_source=1103,Breast Cancer Research Analyst,"['Research analysis', 'Statistical analysis', 'Systems programming', 'Database design', 'Salesforce', 'Excel', 'Database systems']",N/A,"San Francisco, CA",Data Analysis
J.Crew Factory,2025-06-30,81000.0,https://jobright.ai/jobs/info/6862e8e3ccd96969a9788679?utm_campaign=Data%20Analysis&utm_source=1103,Analyst - IT Compliance,[],N/A,"New York, NY, USA (Headquarters)",Data Analysis
Epiq,2025-06-30,37440,https://jobright.ai/jobs/info/6862274d57f7a5b774d16eb8?utm_campaign=Data%20Analysis&utm_source=1103,Data Operations Analyst,"['MS Office', 'text files']",N/A,"Chicago, IL",Data Analysis
Grocery Outlet,2025-06-28,70000.0,https://jobright.ai/jobs/info/685f3bb1f0a1598d183a2225?utm_campaign=Data%20Analysis&utm_source=1103,Data Support Specialist,"['Excel Skills', 'Cross-Functional Collaboration']",N/A,"Emeryville, CA",Data Analysis
Oak Street Health,2025-06-29,44000.0,https://jobright.ai/jobs/info/6861204d1359c21a5e6fb0bd?utm_campaign=Data%20Analysis&utm_source=1103,"Analyst, Transitions","['Microsoft Excel', 'SQL', 'Alteryx', 'PowerBI']",N/A,"Chicago, IL",Data Analysis
University of North Carolina at Chapel Hill,2025-06-27,31200,https://jobright.ai/jobs/info/685fc82042a7e1f24b9dfbe9?utm_campaign=Data%20Analysis&utm_source=1103,Data Analyst,"['Data Analysis', 'Clinical Research Methods', 'Study Design', 'Regulatory Considerations']",N/A,"North Carolina, United States",Data Analysis
Oak Street Health,2025-06-29,44000.0,https://jobright.ai/jobs/info/6861204d1359c21a5e6fb0bf?utm_campaign=Data%20Analysis&utm_source=1103,"Analyst, Population Health","['Healthcare interest', 'Multi-Priority Management', 'Data Management', 'Consulting Experience', 'MS Excel', 'Alteryx', 'SQL', 'Microsoft Power Query', 'US Work Authorization']",N/A,"Chicago, IL",Data Analysis
Susquehanna International Group,2025-06-28,300000.0,https://jobright.ai/jobs/info/685f33a5fe1c349374a2613e?utm_campaign=Data%20Analysis&utm_source=1103,Quantitative Systematic Trader – PhD: 2026,"['quantitative fields', 'Python programming', 'Data analysis', 'Market intuition']",N/A,"New York, NY",Data Analysis
NYU Langone Health,2025-06-27,51000.0,https://jobright.ai/jobs/info/685e50e4ea767a925e54de23?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Associate,['Computer literate'],N/A,"New York, NY",Data Analysis
Two Sigma,2025-06-27,165000.0,https://jobright.ai/jobs/info/686389ff5017de06f85901e6?utm_campaign=Data%20Analysis&utm_source=1103,Data Scientist,"['Data Analysis', 'Technical Degree', 'Python', 'SQL', 'Research Project']",N/A,"New York, United States",Data Analysis
"University of California, San Francisco",2025-06-27,69000.0,https://jobright.ai/jobs/info/68620a2c6c92d594cc9ef115?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Analyst II,"['Research function knowledge', 'Statistical analysis skills', 'Qualitative analysis skills', 'Systems programming skills', 'Database management design', 'Data security measures', 'Data collection knowledge', 'Data management best practices']",N/A,"San Francisco, CA",Data Analysis
Duke University,2025-06-26,N/A,https://jobright.ai/jobs/info/685cca7a85b8bb36976bc494?utm_campaign=Data%20Analysis&utm_source=1103,"Research Data Tech Senior, Nicholas Institute",[],N/A,"Durham, NC",Data Analysis
University of Colorado,2025-07-01,62000.0,https://jobright.ai/jobs/info/6863199bf31c4006c6c3a01b?utm_campaign=Data%20Analysis&utm_source=1103,Development Research Analyst,"['Fundraising experience', 'Research experience', 'Data analysis', 'Data management', 'Data maintenance', 'Internet navigation', 'Research tools', 'Partnership development', 'Financial analysis', 'Constituent information analysis', 'Ethical guidelines knowledge', 'Confidential material handling', 'Task management', 'Project management', 'Securities', 'Exchange Commission knowledge', 'Financial terminology knowledge', 'Donor tracking software', 'Microsoft Office Suite']",N/A,"Denver, CO",Data Analysis
NYU Langone Health,2025-07-01,51000.0,https://jobright.ai/jobs/info/67c931f9208e4e86ff2453b3?utm_campaign=Data%20Analysis&utm_source=1103,Research Data Associate * Bilingual fluency in Spanish and English Preferred *,"['Fluency in Spanish', 'Microsoft Office proficiency', 'Data analysis', 'Data tracking', 'Coding understanding']",N/A,"New York, NY",Data Analysis
NYU Langone Health,2025-07-01,64000.0,https://jobright.ai/jobs/info/6863b3f7ddca2f7badab7952?utm_campaign=Data%20Analysis&utm_source=1103,Research Coordinator,"['Microsoft Office proficiency', 'Research equipment operation', 'Internet applications familiarity']",N/A,"New York, NY",Data Analysis
NYU Langone Health,2025-07-01,64000.0,https://jobright.ai/jobs/info/6863b3f7ddca2f7badab7942?utm_campaign=Data%20Analysis&utm_source=1103,Research Coordinator,"['Microsoft Office proficiency', 'Research equipment operation', 'Internet applications familiarity']",N/A,"New York, NY",Data Analysis
